[2026-06-17 15:26:20] PROTO: TCP | SRC: 185.220.101.4:3389 -> DST: 192.168.1.1:443 | LEN: 1222 | FLAGS: A
[2026-06-17 15:26:57] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:26:57] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:26:57] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:26:57] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:26:57] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:26:57] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:26:57] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:26:57] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:26:58] PROTO: TCP | SRC: 10.0.0.12:21 -> DST: 10.0.0.1:22 | LEN: 1387 | FLAGS: A
[2026-06-17 15:26:58] PROTO: UDP | SRC: 192.168.1.15:21 -> DST: 10.0.0.254:445 | LEN: 351 | FLAGS: 
[2026-06-17 15:26:58] PROTO: ARP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 86 | FLAGS: 
[2026-06-17 15:26:59] PROTO: ICMP | SRC: 192.168.1.10:None -> DST: 10.0.0.1:None | LEN: 338 | FLAGS: 
[2026-06-17 15:26:59] PROTO: ARP | SRC: 10.0.0.12:None -> DST: 192.168.1.100:None | LEN: 1350 | FLAGS: 
[2026-06-17 15:27:00] PROTO: UDP | SRC: 8.8.8.8:80 -> DST: 10.0.0.254:443 | LEN: 1362 | FLAGS: 
[2026-06-17 15:27:00] PROTO: DNS | SRC: 10.0.0.12:18727 -> DST: 192.168.1.1:53 | LEN: 620 | FLAGS: 
[2026-06-17 15:27:00] PROTO: UDP | SRC: 8.8.8.8:12345 -> DST: 8.8.4.4:23 | LEN: 958 | FLAGS: 
[2026-06-17 15:27:01] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 192.168.1.1:None | LEN: 1421 | FLAGS: 
[2026-06-17 15:27:01] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 192.168.1.100:None | LEN: 669 | FLAGS: 
[2026-06-17 15:27:01] PROTO: ICMP | SRC: 185.220.101.4:None -> DST: 192.168.1.100:None | LEN: 1299 | FLAGS: 
[2026-06-17 15:27:02] PROTO: TCP | SRC: 192.168.1.15:22 -> DST: 10.0.0.254:21 | LEN: 895 | FLAGS: S
[2026-06-17 15:27:02] PROTO: UDP | SRC: 10.0.0.12:12345 -> DST: 192.168.1.100:12345 | LEN: 1465 | FLAGS: 
[2026-06-17 15:27:02] PROTO: DNS | SRC: 10.0.0.4:39737 -> DST: 10.0.0.254:53 | LEN: 482 | FLAGS: 
[2026-06-17 15:27:03] PROTO: ICMP | SRC: 172.16.5.25:None -> DST: 8.8.4.4:None | LEN: 1399 | FLAGS: 
[2026-06-17 15:27:03] PROTO: ICMP | SRC: 172.16.5.25:None -> DST: 10.0.0.1:None | LEN: 1483 | FLAGS: 
[2026-06-17 15:27:03] PROTO: UDP | SRC: 185.220.101.4:445 -> DST: 10.0.0.1:3389 | LEN: 1059 | FLAGS: 
[2026-06-17 15:27:04] PROTO: ARP | SRC: 172.16.5.25:None -> DST: 10.0.0.254:None | LEN: 411 | FLAGS: 
[2026-06-17 15:27:04] PROTO: DNS | SRC: 192.168.1.10:6265 -> DST: 192.168.1.100:53 | LEN: 1364 | FLAGS: 
[2026-06-17 15:27:04] PROTO: TCP | SRC: 10.0.0.12:23107 -> DST: 192.168.1.100:1000 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:04] PROTO: TCP | SRC: 10.0.0.12:14041 -> DST: 192.168.1.100:1001 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:04] PROTO: TCP | SRC: 10.0.0.12:51304 -> DST: 192.168.1.100:1002 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:54241 -> DST: 192.168.1.100:1003 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:28231 -> DST: 192.168.1.100:1004 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:7703 -> DST: 192.168.1.100:1005 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:10551 -> DST: 192.168.1.100:1006 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:41749 -> DST: 192.168.1.100:1007 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:64316 -> DST: 192.168.1.100:1008 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:46523 -> DST: 192.168.1.100:1009 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:64911 -> DST: 192.168.1.100:1010 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:3296 -> DST: 192.168.1.100:1011 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:51692 -> DST: 192.168.1.100:1012 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:14633 -> DST: 192.168.1.100:1013 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:44954 -> DST: 192.168.1.100:1014 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:18479 -> DST: 192.168.1.100:1015 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:31183 -> DST: 192.168.1.100:1016 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:45126 -> DST: 192.168.1.100:1017 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:25965 -> DST: 192.168.1.100:1018 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:6118 -> DST: 192.168.1.100:1019 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:2782 -> DST: 192.168.1.100:1020 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:18528 -> DST: 192.168.1.100:1021 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:05] PROTO: TCP | SRC: 10.0.0.12:10227 -> DST: 192.168.1.100:1022 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:06] PROTO: TCP | SRC: 10.0.0.12:61296 -> DST: 192.168.1.100:1023 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:06] PROTO: TCP | SRC: 10.0.0.12:17911 -> DST: 192.168.1.100:1024 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:06] PROTO: ARP | SRC: 8.8.8.8:None -> DST: 192.168.1.1:None | LEN: 1183 | FLAGS: 
[2026-06-17 15:27:06] PROTO: TCP | SRC: 185.220.101.4:3389 -> DST: 192.168.1.1:8080 | LEN: 554 | FLAGS: A
[2026-06-17 15:27:07] PROTO: ARP | SRC: 10.0.0.4:None -> DST: 10.0.0.1:None | LEN: 798 | FLAGS: 
[2026-06-17 15:27:07] PROTO: TCP | SRC: 192.168.1.10:443 -> DST: 10.0.0.1:80 | LEN: 1278 | FLAGS: A
[2026-06-17 15:27:07] PROTO: ICMP | SRC: 172.16.5.25:None -> DST: 10.0.0.254:None | LEN: 666 | FLAGS: 
[2026-06-17 15:27:08] PROTO: ARP | SRC: 10.0.0.4:None -> DST: 192.168.1.1:None | LEN: 731 | FLAGS: 
[2026-06-17 15:27:08] PROTO: DNS | SRC: 8.8.8.8:50673 -> DST: 192.168.1.100:53 | LEN: 1224 | FLAGS: 
[2026-06-17 15:27:08] PROTO: TCP | SRC: 8.8.8.8:22 -> DST: 8.8.4.4:22 | LEN: 1338 | FLAGS: A
[2026-06-17 15:27:09] PROTO: ARP | SRC: 185.220.101.4:None -> DST: 10.0.0.254:None | LEN: 482 | FLAGS: 
[2026-06-17 15:27:09] PROTO: UDP | SRC: 192.168.1.10:23 -> DST: 10.0.0.1:53 | LEN: 170 | FLAGS: 
[2026-06-17 15:27:09] PROTO: ARP | SRC: 10.0.0.12:None -> DST: 8.8.4.4:None | LEN: 323 | FLAGS: 
[2026-06-17 15:27:10] PROTO: UDP | SRC: 185.220.101.4:21 -> DST: 10.0.0.1:445 | LEN: 116 | FLAGS: 
[2026-06-17 15:27:10] PROTO: UDP | SRC: 192.168.1.15:23 -> DST: 192.168.1.1:22 | LEN: 484 | FLAGS: 
[2026-06-17 15:27:11] PROTO: ARP | SRC: 8.8.8.8:None -> DST: 8.8.4.4:None | LEN: 962 | FLAGS: 
[2026-06-17 15:27:11] PROTO: TCP | SRC: 10.0.0.4:443 -> DST: 8.8.4.4:443 | LEN: 800 | FLAGS: A
[2026-06-17 15:27:11] PROTO: DNS | SRC: 10.0.0.4:8487 -> DST: 8.8.4.4:53 | LEN: 1362 | FLAGS: 
[2026-06-17 15:27:12] PROTO: ARP | SRC: 10.0.0.4:None -> DST: 192.168.1.1:None | LEN: 1437 | FLAGS: 
[2026-06-17 15:27:12] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 192.168.1.100:None | LEN: 604 | FLAGS: 
[2026-06-17 15:27:13] PROTO: DNS | SRC: 185.220.101.4:54004 -> DST: 192.168.1.1:53 | LEN: 224 | FLAGS: 
[2026-06-17 15:27:13] PROTO: DNS | SRC: 192.168.1.10:16115 -> DST: 8.8.4.4:53 | LEN: 541 | FLAGS: 
[2026-06-17 15:27:13] PROTO: ARP | SRC: 192.168.1.15:None -> DST: 192.168.1.1:None | LEN: 569 | FLAGS: 
[2026-06-17 15:27:14] PROTO: TCP | SRC: 8.8.8.8:12345 -> DST: 192.168.1.1:80 | LEN: 1363 | FLAGS: S
[2026-06-17 15:27:14] PROTO: ARP | SRC: 192.168.1.15:None -> DST: 192.168.1.1:None | LEN: 446 | FLAGS: 
[2026-06-17 15:27:14] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 8.8.4.4:None | LEN: 446 | FLAGS: 
[2026-06-17 15:27:14] PROTO: TCP | SRC: 192.168.1.10:23 -> DST: 10.0.0.1:21 | LEN: 562 | FLAGS: A
[2026-06-17 15:27:15] PROTO: DNS | SRC: 8.8.8.8:9543 -> DST: 192.168.1.1:53 | LEN: 1181 | FLAGS: 
[2026-06-17 15:27:15] PROTO: UDP | SRC: 185.220.101.4:21 -> DST: 10.0.0.1:12345 | LEN: 1315 | FLAGS: 
[2026-06-17 15:27:15] PROTO: TCP | SRC: 10.0.0.4:80 -> DST: 8.8.4.4:3389 | LEN: 751 | FLAGS: A
[2026-06-17 15:27:16] PROTO: DNS | SRC: 10.0.0.4:22999 -> DST: 8.8.4.4:53 | LEN: 1079 | FLAGS: 
[2026-06-17 15:27:16] PROTO: ICMP | SRC: 10.0.0.12:None -> DST: 10.0.0.1:None | LEN: 1013 | FLAGS: 
[2026-06-17 15:27:17] PROTO: UDP | SRC: 8.8.8.8:12345 -> DST: 192.168.1.100:21 | LEN: 143 | FLAGS: 
[2026-06-17 15:27:17] PROTO: DNS | SRC: 192.168.1.10:58698 -> DST: 10.0.0.254:53 | LEN: 1399 | FLAGS: 
[2026-06-17 15:27:17] PROTO: ARP | SRC: 10.0.0.12:None -> DST: 8.8.4.4:None | LEN: 878 | FLAGS: 
[2026-06-17 15:27:18] PROTO: TCP | SRC: 10.0.0.12:21 -> DST: 192.168.1.1:12345 | LEN: 941 | FLAGS: A
[2026-06-17 15:27:18] PROTO: UDP | SRC: 192.168.1.10:80 -> DST: 192.168.1.100:443 | LEN: 1198 | FLAGS: 
[2026-06-17 15:27:19] PROTO: UDP | SRC: 192.168.1.10:443 -> DST: 192.168.1.100:12345 | LEN: 1476 | FLAGS: 
[2026-06-17 15:27:19] PROTO: TCP | SRC: 172.16.5.25:445 -> DST: 8.8.4.4:443 | LEN: 742 | FLAGS: A
[2026-06-17 15:27:19] PROTO: UDP | SRC: 192.168.1.10:22 -> DST: 8.8.4.4:23 | LEN: 1377 | FLAGS: 
[2026-06-17 15:27:20] PROTO: ICMP | SRC: 10.0.0.12:None -> DST: 10.0.0.254:None | LEN: 397 | FLAGS: 
[2026-06-17 15:27:20] PROTO: UDP | SRC: 192.168.1.15:80 -> DST: 10.0.0.254:53 | LEN: 352 | FLAGS: 
[2026-06-17 15:27:21] PROTO: UDP | SRC: 10.0.0.4:445 -> DST: 192.168.1.1:443 | LEN: 157 | FLAGS: 
[2026-06-17 15:27:21] PROTO: DNS | SRC: 10.0.0.4:9660 -> DST: 10.0.0.254:53 | LEN: 415 | FLAGS: 
[2026-06-17 15:27:22] PROTO: DNS | SRC: 8.8.8.8:45230 -> DST: 192.168.1.100:53 | LEN: 628 | FLAGS: 
[2026-06-17 15:27:22] PROTO: ARP | SRC: 192.168.1.10:None -> DST: 8.8.4.4:None | LEN: 298 | FLAGS: 
[2026-06-17 15:27:22] PROTO: ICMP | SRC: 10.0.0.12:None -> DST: 8.8.4.4:None | LEN: 1190 | FLAGS: 
[2026-06-17 15:27:23] PROTO: DNS | SRC: 172.16.5.25:32924 -> DST: 10.0.0.254:53 | LEN: 1348 | FLAGS: 
[2026-06-17 15:27:23] PROTO: UDP | SRC: 10.0.0.4:445 -> DST: 192.168.1.100:23 | LEN: 569 | FLAGS: 
[2026-06-17 15:27:23] PROTO: UDP | SRC: 185.220.101.4:80 -> DST: 8.8.4.4:445 | LEN: 1341 | FLAGS: 
[2026-06-17 15:27:23] PROTO: TCP | SRC: 10.0.0.12:443 -> DST: 8.8.4.4:80 | LEN: 805 | FLAGS: A
[2026-06-17 15:27:24] PROTO: DNS | SRC: 172.16.5.25:1562 -> DST: 192.168.1.100:53 | LEN: 458 | FLAGS: 
[2026-06-17 15:27:24] PROTO: ARP | SRC: 10.0.0.12:None -> DST: 10.0.0.1:None | LEN: 245 | FLAGS: 
[2026-06-17 15:27:24] PROTO: TCP | SRC: 185.220.101.4:12345 -> DST: 8.8.4.4:3389 | LEN: 1097 | FLAGS: A
[2026-06-17 15:27:24] PROTO: DNS | SRC: 172.16.5.25:6460 -> DST: 10.0.0.1:53 | LEN: 732 | FLAGS: 
[2026-06-17 15:27:25] PROTO: DNS | SRC: 10.0.0.4:6864 -> DST: 10.0.0.1:53 | LEN: 174 | FLAGS: 
[2026-06-17 15:27:25] PROTO: TCP | SRC: 192.168.1.15:8080 -> DST: 8.8.4.4:80 | LEN: 132 | FLAGS: A
[2026-06-17 15:27:26] PROTO: ICMP | SRC: 185.220.101.4:None -> DST: 10.0.0.254:None | LEN: 845 | FLAGS: 
[2026-06-17 15:27:26] PROTO: ICMP | SRC: 185.220.101.4:None -> DST: 8.8.4.4:None | LEN: 839 | FLAGS: 
[2026-06-17 15:27:26] PROTO: UDP | SRC: 185.220.101.4:8080 -> DST: 192.168.1.1:53 | LEN: 73 | FLAGS: 
[2026-06-17 15:27:26] PROTO: ICMP | SRC: 172.16.5.25:None -> DST: 8.8.4.4:None | LEN: 1490 | FLAGS: 
[2026-06-17 15:27:27] PROTO: TCP | SRC: 192.168.1.10:12652 -> DST: 192.168.1.1:1000 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:27] PROTO: TCP | SRC: 192.168.1.10:3345 -> DST: 192.168.1.1:1001 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:27] PROTO: TCP | SRC: 192.168.1.10:6416 -> DST: 192.168.1.1:1002 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:27] PROTO: TCP | SRC: 192.168.1.10:45958 -> DST: 192.168.1.1:1003 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:27] PROTO: TCP | SRC: 192.168.1.10:44306 -> DST: 192.168.1.1:1004 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:27] PROTO: TCP | SRC: 192.168.1.10:14925 -> DST: 192.168.1.1:1005 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:27] PROTO: TCP | SRC: 192.168.1.10:13014 -> DST: 192.168.1.1:1006 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:27] PROTO: TCP | SRC: 192.168.1.10:54097 -> DST: 192.168.1.1:1007 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:27] PROTO: TCP | SRC: 192.168.1.10:20462 -> DST: 192.168.1.1:1008 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:27] PROTO: TCP | SRC: 192.168.1.10:17399 -> DST: 192.168.1.1:1009 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:27] PROTO: TCP | SRC: 192.168.1.10:57596 -> DST: 192.168.1.1:1010 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:28] PROTO: TCP | SRC: 192.168.1.10:49209 -> DST: 192.168.1.1:1011 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:28] PROTO: TCP | SRC: 192.168.1.10:45980 -> DST: 192.168.1.1:1012 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:28] PROTO: TCP | SRC: 192.168.1.10:36270 -> DST: 192.168.1.1:1013 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:28] PROTO: TCP | SRC: 192.168.1.10:4965 -> DST: 192.168.1.1:1014 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:28] PROTO: TCP | SRC: 192.168.1.10:56852 -> DST: 192.168.1.1:1015 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:28] PROTO: TCP | SRC: 192.168.1.10:62890 -> DST: 192.168.1.1:1016 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:28] PROTO: TCP | SRC: 192.168.1.10:62220 -> DST: 192.168.1.1:1017 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:28] PROTO: TCP | SRC: 192.168.1.10:52154 -> DST: 192.168.1.1:1018 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:28] PROTO: TCP | SRC: 192.168.1.10:36349 -> DST: 192.168.1.1:1019 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:28] PROTO: TCP | SRC: 192.168.1.10:18767 -> DST: 192.168.1.1:1020 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:28] PROTO: TCP | SRC: 192.168.1.10:25469 -> DST: 192.168.1.1:1021 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:28] PROTO: TCP | SRC: 192.168.1.10:59552 -> DST: 192.168.1.1:1022 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:28] PROTO: TCP | SRC: 192.168.1.10:17472 -> DST: 192.168.1.1:1023 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:28] PROTO: TCP | SRC: 192.168.1.10:13767 -> DST: 192.168.1.1:1024 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:29] PROTO: ARP | SRC: 172.16.5.25:None -> DST: 10.0.0.254:None | LEN: 1322 | FLAGS: 
[2026-06-17 15:27:29] PROTO: UDP | SRC: 185.220.101.4:3389 -> DST: 192.168.1.100:22 | LEN: 1455 | FLAGS: 
[2026-06-17 15:27:29] PROTO: ARP | SRC: 10.0.0.4:None -> DST: 10.0.0.1:None | LEN: 1119 | FLAGS: 
[2026-06-17 15:27:29] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 192.168.1.1:None | LEN: 867 | FLAGS: 
[2026-06-17 15:27:29] PROTO: TCP | SRC: 192.168.1.15:445 -> DST: 8.8.4.4:3389 | LEN: 1105 | FLAGS: A
[2026-06-17 15:27:30] PROTO: DNS | SRC: 10.0.0.4:58990 -> DST: 192.168.1.1:53 | LEN: 1169 | FLAGS: 
[2026-06-17 15:27:30] PROTO: ICMP | SRC: 172.16.5.25:None -> DST: 10.0.0.254:None | LEN: 796 | FLAGS: 
[2026-06-17 15:27:31] PROTO: ARP | SRC: 185.220.101.4:None -> DST: 192.168.1.1:None | LEN: 1137 | FLAGS: 
[2026-06-17 15:27:31] PROTO: UDP | SRC: 192.168.1.15:53 -> DST: 10.0.0.254:12345 | LEN: 668 | FLAGS: 
[2026-06-17 15:27:32] PROTO: ARP | SRC: 8.8.8.8:None -> DST: 192.168.1.1:None | LEN: 1111 | FLAGS: 
[2026-06-17 15:27:32] PROTO: ARP | SRC: 10.0.0.4:None -> DST: 192.168.1.100:None | LEN: 396 | FLAGS: 
[2026-06-17 15:27:32] PROTO: DNS | SRC: 185.220.101.4:60077 -> DST: 10.0.0.254:53 | LEN: 405 | FLAGS: 
[2026-06-17 15:27:33] PROTO: ICMP | SRC: 10.0.0.12:None -> DST: 10.0.0.1:None | LEN: 1185 | FLAGS: 
[2026-06-17 15:27:33] PROTO: UDP | SRC: 10.0.0.4:443 -> DST: 10.0.0.254:23 | LEN: 85 | FLAGS: 
[2026-06-17 15:27:33] PROTO: ARP | SRC: 10.0.0.12:None -> DST: 8.8.4.4:None | LEN: 1379 | FLAGS: 
[2026-06-17 15:27:33] PROTO: DNS | SRC: 192.168.1.10:38017 -> DST: 10.0.0.254:53 | LEN: 1259 | FLAGS: 
[2026-06-17 15:27:34] PROTO: ICMP | SRC: 10.0.0.12:None -> DST: 192.168.1.1:None | LEN: 1035 | FLAGS: 
[2026-06-17 15:27:34] PROTO: ARP | SRC: 192.168.1.10:None -> DST: 192.168.1.100:None | LEN: 836 | FLAGS: 
[2026-06-17 15:27:35] PROTO: DNS | SRC: 8.8.8.8:38361 -> DST: 8.8.4.4:53 | LEN: 244 | FLAGS: 
[2026-06-17 15:27:35] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:35] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:35] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:35] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:35] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:35] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:35] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:35] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:35] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 74 | FLAGS: 
[2026-06-17 15:27:36] PROTO: ICMP | SRC: 10.0.0.12:None -> DST: 10.0.0.1:None | LEN: 493 | FLAGS: 
[2026-06-17 15:27:37] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 192.168.1.1:None | LEN: 222 | FLAGS: 
[2026-06-17 15:27:37] PROTO: TCP | SRC: 185.220.101.4:21 -> DST: 192.168.1.100:53 | LEN: 1230 | FLAGS: S
[2026-06-17 15:27:38] PROTO: ARP | SRC: 10.0.0.4:None -> DST: 10.0.0.1:None | LEN: 830 | FLAGS: 
[2026-06-17 15:27:38] PROTO: TCP | SRC: 10.0.0.12:53 -> DST: 8.8.4.4:53 | LEN: 1433 | FLAGS: A
[2026-06-17 15:27:38] PROTO: UDP | SRC: 172.16.5.25:8080 -> DST: 10.0.0.1:8080 | LEN: 605 | FLAGS: 
[2026-06-17 15:27:38] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 192.168.1.100:None | LEN: 1326 | FLAGS: 
[2026-06-17 15:27:39] PROTO: DNS | SRC: 8.8.8.8:43968 -> DST: 8.8.4.4:53 | LEN: 662 | FLAGS: 
[2026-06-17 15:27:39] PROTO: TCP | SRC: 10.0.0.12:80 -> DST: 10.0.0.254:12345 | LEN: 361 | FLAGS: A
[2026-06-17 15:27:40] PROTO: ICMP | SRC: 185.220.101.4:None -> DST: 10.0.0.254:None | LEN: 1306 | FLAGS: 
